record_type,id,title,ticker,source_version,frequency,unit,description,usage,official_url,theme_ids,indicator_ids,input_ids,formula_expression,formula_description,output_frequency,output_unit,economic_meaning,validation_note,series_ids,source_dependency_ids,questions,source_kind,requiredness,source_uri,local_hint
series,evds:TP.HPBITABLO5.11,A. Parite Etkisinden Arındırılmış Değişim (Yurt İçi Yerleşikler) (Milyon ABD Doları) / 2. Tüzel Kişiler (Milyon ABD Doları) / d. Kıymetli Maden Depo Hesapları (Milyon ABD Doları),TP.HPBITABLO5.11,evds2,weekly,Milyon ABD Doları,Resmi seri adi: d. Kıymetli Maden Depo Hesapları (Milyon ABD Doları) | Durum: derived_input,Notebook rolu: currency_split_line,,theme:portfolio-flows|theme:foreign-ownership|theme:swap-and-securities,,,,,,,,,,,,,,,
series,evds:TP.HPBITABLO5.12,B. Parite Etkisi (Yurt İçi Yerleşikler) (Milyon ABD Doları),TP.HPBITABLO5.12,evds2,weekly,Milyon ABD Doları,Resmi seri adi: B. Parite Etkisi (Yurt İçi Yerleşikler) (Milyon ABD Doları) | Durum: derived_input,Notebook rolu: parity_effect_input,,theme:portfolio-flows|theme:foreign-ownership|theme:swap-and-securities,,,,,,,,,,,,,,,
series,evds:TP.HPBITABLO5.13,B. Parite Etkisi (Yurt İçi Yerleşikler) (Milyon ABD Doları) / 1. Gerçek Kişiler (Milyon ABD Doları),TP.HPBITABLO5.13,evds2,weekly,Milyon ABD Doları,Resmi seri adi: 1. Gerçek Kişiler (Milyon ABD Doları) | Durum: derived_input,Notebook rolu: owner_split_line,,theme:portfolio-flows|theme:foreign-ownership|theme:swap-and-securities,,,,,,,,,,,,,,,
series,evds:TP.HPBITABLO5.14,B. Parite Etkisi (Yurt İçi Yerleşikler) (Milyon ABD Doları) / 1. Gerçek Kişiler (Milyon ABD Doları) / a. ABD Doları Cinsi Mevduatlar (Milyon ABD Doları),TP.HPBITABLO5.14,evds2,weekly,Milyon ABD Doları,Resmi seri adi: a. ABD Doları Cinsi Mevduatlar (Milyon ABD Doları) | Durum: derived_input,Notebook rolu: currency_split_line,,theme:portfolio-flows|theme:foreign-ownership|theme:swap-and-securities,,,,,,,,,,,,,,,
series,evds:TP.HPBITABLO5.15,B. Parite Etkisi (Yurt İçi Yerleşikler) (Milyon ABD Doları) / 1. Gerçek Kişiler (Milyon ABD Doları) / b. Euro Cinsi Mevduatlar (Milyon ABD Doları),TP.HPBITABLO5.15,evds2,weekly,Milyon ABD Doları,Resmi seri adi: b. Euro Cinsi Mevduatlar (Milyon ABD Doları) | Durum: derived_input,Notebook rolu: currency_split_line,,theme:portfolio-flows|theme:foreign-ownership|theme:swap-and-securities,,,,,,,,,,,,,,,
series,evds:TP.HPBITABLO5.16,B. Parite Etkisi (Yurt İçi Yerleşikler) (Milyon ABD Doları) / 1. Gerçek Kişiler (Milyon ABD Doları) / c. Diğer Para Cinsi Mevduatlar (Milyon ABD Doları),TP.HPBITABLO5.16,evds2,weekly,Milyon ABD Doları,Resmi seri adi: c. Diğer Para Cinsi Mevduatlar (Milyon ABD Doları) | Durum: derived_input,Notebook rolu: currency_split_line,,theme:portfolio-flows|theme:foreign-ownership|theme:swap-and-securities,,,,,,,,,,,,,,,
series,evds:TP.HPBITABLO5.17,B. Parite Etkisi (Yurt İçi Yerleşikler) (Milyon ABD Doları) / 1. Gerçek Kişiler (Milyon ABD Doları) / d. Kıymetli Maden Depo Hesapları (Milyon ABD Doları),TP.HPBITABLO5.17,evds2,weekly,Milyon ABD Doları,Resmi seri adi: d. Kıymetli Maden Depo Hesapları (Milyon ABD Doları) | Durum: derived_input,Notebook rolu: currency_split_line,,theme:portfolio-flows|theme:foreign-ownership|theme:swap-and-securities,,,,,,,,,,,,,,,
series,evds:TP.HPBITABLO5.18,B. Parite Etkisi (Yurt İçi Yerleşikler) (Milyon ABD Doları) / 2. Tüzel Kişiler (Milyon ABD Doları),TP.HPBITABLO5.18,evds2,weekly,Milyon ABD Doları,Resmi seri adi: 2. Tüzel Kişiler (Milyon ABD Doları) | Durum: derived_input,Notebook rolu: owner_split_line,,theme:portfolio-flows|theme:foreign-ownership|theme:swap-and-securities,,,,,,,,,,,,,,,
series,evds:TP.HPBITABLO5.19,B. Parite Etkisi (Yurt İçi Yerleşikler) (Milyon ABD Doları) / 2. Tüzel Kişiler (Milyon ABD Doları) / a. ABD Doları Cinsi Mevduatlar (Milyon ABD Doları),TP.HPBITABLO5.19,evds2,weekly,Milyon ABD Doları,Resmi seri adi: a. ABD Doları Cinsi Mevduatlar (Milyon ABD Doları) | Durum: derived_input,Notebook rolu: currency_split_line,,theme:portfolio-flows|theme:foreign-ownership|theme:swap-and-securities,,,,,,,,,,,,,,,
series,evds:TP.HPBITABLO5.20,B. Parite Etkisi (Yurt İçi Yerleşikler) (Milyon ABD Doları) / 2. Tüzel Kişiler (Milyon ABD Doları) / b. Euro Cinsi Mevduatlar (Milyon ABD Doları),TP.HPBITABLO5.20,evds2,weekly,Milyon ABD Doları,Resmi seri adi: b. Euro Cinsi Mevduatlar (Milyon ABD Doları) | Durum: derived_input,Notebook rolu: currency_split_line,,theme:portfolio-flows|theme:foreign-ownership|theme:swap-and-securities,,,,,,,,,,,,,,,
series,evds:TP.HPBITABLO5.21,B. Parite Etkisi (Yurt İçi Yerleşikler) (Milyon ABD Doları) / 2. Tüzel Kişiler (Milyon ABD Doları) / c. Diğer Para Cinsi Mevduatlar (Milyon ABD Doları),TP.HPBITABLO5.21,evds2,weekly,Milyon ABD Doları,Resmi seri adi: c. Diğer Para Cinsi Mevduatlar (Milyon ABD Doları) | Durum: derived_input,Notebook rolu: currency_split_line,,theme:portfolio-flows|theme:foreign-ownership|theme:swap-and-securities,,,,,,,,,,,,,,,
series,evds:TP.HPBITABLO5.22,B. Parite Etkisi (Yurt İçi Yerleşikler) (Milyon ABD Doları) / 2. Tüzel Kişiler (Milyon ABD Doları) / d. Kıymetli Maden Depo Hesapları (Milyon ABD Doları),TP.HPBITABLO5.22,evds2,weekly,Milyon ABD Doları,Resmi seri adi: d. Kıymetli Maden Depo Hesapları (Milyon ABD Doları) | Durum: derived_input,Notebook rolu: currency_split_line,,theme:portfolio-flows|theme:foreign-ownership|theme:swap-and-securities,,,,,,,,,,,,,,,
series,evds:TP.AB.A01,A.AKTİF(Bin TL),TP.AB.A01,evds2,weekly,Bin TL,Resmi seri adi: A.AKTİF(Bin TL) | Durum: derived_input,Notebook rolu: balance_sheet_line,,theme:portfolio-flows|theme:foreign-ownership|theme:swap-and-securities,derived:swap-stock,,,,,,,,,,,,,,
series,evds:TP.AB.A02,A.1_DIŞ VARLIKLAR(Bin TL),TP.AB.A02,evds2,weekly,Bin TL,Resmi seri adi: A.1_DIŞ VARLIKLAR(Bin TL) | Durum: derived_input,Notebook rolu: balance_sheet_line,,theme:portfolio-flows|theme:foreign-ownership|theme:swap-and-securities,,,,,,,,,,,,,,,
series,evds:TP.AB.A03,A.2_İÇ VARLIKLAR(Bin TL),TP.AB.A03,evds2,weekly,Bin TL,Resmi seri adi: A.2_İÇ VARLIKLAR(Bin TL) | Durum: derived_input,Notebook rolu: balance_sheet_line,,theme:portfolio-flows|theme:foreign-ownership|theme:swap-and-securities,,,,,,,,,,,,,,,
series,evds:TP.AB.A08,A.3_DEĞERLEME HESABI(BİN TL),TP.AB.A08,evds2,weekly,BİN TL,Resmi seri adi: A.3_DEĞERLEME HESABI(BİN TL) | Durum: derived_input,Notebook rolu: balance_sheet_line,,theme:portfolio-flows|theme:foreign-ownership|theme:swap-and-securities,,,,,,,,,,,,,,,
series,evds:TP.AB.A09,P.PASİF(Bin TL),TP.AB.A09,evds2,weekly,Bin TL,Resmi seri adi: P.PASİF(Bin TL) | Durum: derived_input,Notebook rolu: balance_sheet_line,,theme:portfolio-flows|theme:foreign-ownership|theme:swap-and-securities,,,,,,,,,,,,,,,
series,evds:TP.AB.A11,P.1a_Dış Yükümlülükler(Bin TL),TP.AB.A11,evds2,weekly,Bin TL,Resmi seri adi: P.1a_Dış Yükümlülükler(Bin TL) | Durum: derived_input,Notebook rolu: balance_sheet_line,,theme:portfolio-flows|theme:foreign-ownership|theme:swap-and-securities,,,,,,,,,,,,,,,
series,evds:TP.AB.A12,P.1b_İç Yükümlülükler(Bin TL),TP.AB.A12,evds2,weekly,Bin TL,Resmi seri adi: P.1b_İç Yükümlülükler(Bin TL) | Durum: derived_input,Notebook rolu: balance_sheet_line,,theme:portfolio-flows|theme:foreign-ownership|theme:swap-and-securities,,,,,,,,,,,,,,,
series,evds:TP.AB.A15,P.2_MERKEZ BANKASI PARASI(Bin TL),TP.AB.A15,evds2,weekly,Bin TL,Resmi seri adi: P.2_MERKEZ BANKASI PARASI(Bin TL) | Durum: derived_input,Notebook rolu: balance_sheet_line,,theme:portfolio-flows|theme:foreign-ownership|theme:swap-and-securities,,,,,,,,,,,,,,,
series,evds:TP.AB.A16,P.2A_Rezerv Para(Bin TL),TP.AB.A16,evds2,weekly,Bin TL,Resmi seri adi: P.2A_Rezerv Para(Bin TL) | Durum: derived_input,Notebook rolu: balance_sheet_line,,theme:portfolio-flows|theme:foreign-ownership|theme:swap-and-securities,,,,,,,,,,,,,,,
series,evds:TP.AB.A17,P.2Aa_Emisyon(Bin TL),TP.AB.A17,evds2,weekly,Bin TL,Resmi seri adi: P.2Aa_Emisyon(Bin TL) | Durum: derived_input,Notebook rolu: balance_sheet_line,,theme:portfolio-flows|theme:foreign-ownership|theme:swap-and-securities,,,,,,,,,,,,,,,
series,evds:TP.AB.A18,P.2Ab_Bankalar Mevduatı(Bin TL),TP.AB.A18,evds2,weekly,Bin TL,Resmi seri adi: P.2Ab_Bankalar Mevduatı(Bin TL) | Durum: derived_input,Notebook rolu: balance_sheet_line,,theme:portfolio-flows|theme:foreign-ownership|theme:swap-and-securities,,,,,,,,,,,,,,,
series,evds:TP.AB.A23,P.2B_Diğer Merkez Bankası Parası(Bin TL),TP.AB.A23,evds2,weekly,Bin TL,Resmi seri adi: P.2B_Diğer Merkez Bankası Parası(Bin TL) | Durum: derived_input,Notebook rolu: balance_sheet_line,,theme:portfolio-flows|theme:foreign-ownership|theme:swap-and-securities,,,,,,,,,,,,,,,
series,evds:TP.AB.C1,I-Altın,TP.AB.C1,evds2,weekly,,Resmi seri adi: I-Altın | Durum: derived_input,Notebook rolu: balance_sheet_line,,theme:portfolio-flows|theme:foreign-ownership|theme:swap-and-securities,,,,,,,,,,,,,,,
series,evds:TP.AB.C2,II-Döviz,TP.AB.C2,evds2,weekly,,Resmi seri adi: II-Döviz | Durum: derived_input,Notebook rolu: balance_sheet_line,,theme:portfolio-flows|theme:foreign-ownership|theme:swap-and-securities,,,,,,,,,,,,,,,
series,evds:TP.AB.TOPLAM,MERKEZ BANKASI REZERVLERİ (Milyon usd) (**),TP.AB.TOPLAM,evds2,weekly,Milyon usd,Resmi seri adi: MERKEZ BANKASI REZERVLERİ (Milyon usd) (**) | Durum: derived_input,Notebook rolu: balance_sheet_line,,theme:portfolio-flows|theme:foreign-ownership|theme:swap-and-securities,,,,,,,,,,,,,,,
series,evds:TP.DIBSPIYDEG.ST,"DİBS (Tüm Stok, Piyasa Değeri)",TP.DIBSPIYDEG.ST,evds2,weekly,,"Resmi seri adi: DİBS (Tüm Stok, Piyasa Değeri) | Durum: derived_input",Notebook rolu: stock_component,,theme:portfolio-flows|theme:foreign-ownership|theme:swap-and-securities,derived:dibs-stock|derived:dibs-foreign-share|derived:equity-plus-dibs-flow,,,,,,,,,,,,,,
series,evds:TP.DK.USD.A.YTL,USD/TL (Alış Kuru),TP.DK.USD.A.YTL,evds2,weekly,,Resmi seri adi: USD/TL (Alış Kuru) | Durum: derived_input,Notebook rolu: ratio_input,,theme:portfolio-flows|theme:foreign-ownership|theme:swap-and-securities,,,,,,,,,,,,,,,
series,evds:TP.MKNETHAR.M1,"1.1.1. Hisse Senedi, Stok",TP.MKNETHAR.M1,evds2,weekly,,"Resmi seri adi: 1.1.1. Hisse Senedi, Stok | Durum: derived_input",Notebook rolu: stock_component,,theme:portfolio-flows|theme:foreign-ownership|theme:swap-and-securities,derived:equity-stock|derived:equity-foreign-share,,,,,,,,,,,,,,
series,evds:TP.MKNETHAR.M10,"2.1.4. DİBS (Teminat Alım), Net Değişim",TP.MKNETHAR.M10,evds2,weekly,,"Resmi seri adi: 2.1.4. DİBS (Teminat Alım), Net Değişim | Durum: derived_input",Notebook rolu: stock_component,,theme:portfolio-flows|theme:foreign-ownership|theme:swap-and-securities,,,,,,,,,,,,,,,
series,evds:TP.MKNETHAR.M11,"2.1.5. DİBS (Ödünç Alım), Net Değişim",TP.MKNETHAR.M11,evds2,weekly,,"Resmi seri adi: 2.1.5. DİBS (Ödünç Alım), Net Değişim | Durum: derived_input",Notebook rolu: stock_component,,theme:portfolio-flows|theme:foreign-ownership|theme:swap-and-securities,,,,,,,,,,,,,,,
series,evds:TP.MKNETHAR.M12,"2.1.6. Genel Yönetim Dışındaki Sektörlerce İhraç Edilen Borçlanma Senetleri, Net Değişim",TP.MKNETHAR.M12,evds2,weekly,,"Resmi seri adi: 2.1.6. Genel Yönetim Dışındaki Sektörlerce İhraç Edilen Borçlanma Senetleri, Net Değişim | Durum: derived_input",Notebook rolu: stock_component,,theme:portfolio-flows|theme:foreign-ownership|theme:swap-and-securities,,,,,,,,,,,,,,,
series,evds:TP.MKNETHAR.M2,"1.1.2. DİBS (Kesin Alım), Stok",TP.MKNETHAR.M2,evds2,weekly,,"Resmi seri adi: 1.1.2. DİBS (Kesin Alım), Stok | Durum: derived_input",Notebook rolu: stock_component,,theme:portfolio-flows|theme:foreign-ownership|theme:swap-and-securities,derived:equity-stock,,,,,,,,,,,,,,
series,evds:TP.MKNETHAR.M20,"2. Net Değişim Genel Toplam, Net Değişim",TP.MKNETHAR.M20,evds2,weekly,,"Resmi seri adi: 2. Net Değişim Genel Toplam, Net Değişim | Durum: derived_input",Notebook rolu: stock_total,,theme:portfolio-flows|theme:foreign-ownership|theme:swap-and-securities,derived:equity-plus-dibs-flow|derived:portfolio-flow-total,,,,,,,,,,,,,,
series,evds:TP.MKNETHAR.M21,"2.1. Yurt İçi Piyasa Toplam, Net Değişim",TP.MKNETHAR.M21,evds2,weekly,,"Resmi seri adi: 2.1. Yurt İçi Piyasa Toplam, Net Değişim | Durum: derived_input",Notebook rolu: stock_total,,theme:portfolio-flows|theme:foreign-ownership|theme:swap-and-securities,derived:portfolio-flow-total,,,,,,,,,,,,,,
series,evds:TP.MKNETHAR.M22,"2.2. Yurt Dışı Piyasa Toplam, Net Değişim",TP.MKNETHAR.M22,evds2,weekly,,"Resmi seri adi: 2.2. Yurt Dışı Piyasa Toplam, Net Değişim | Durum: derived_input",Notebook rolu: stock_total,,theme:portfolio-flows|theme:foreign-ownership|theme:swap-and-securities,,,,,,,,,,,,,,,
series,evds:TP.MKNETHAR.M23,"2.2.1. Genel Yönetim İhraçları, Net Değişim",TP.MKNETHAR.M23,evds2,weekly,,"Resmi seri adi: 2.2.1. Genel Yönetim İhraçları, Net Değişim | Durum: derived_input",Notebook rolu: stock_component,,theme:portfolio-flows|theme:foreign-ownership|theme:swap-and-securities,,,,,,,,,,,,,,,
series,evds:TP.MKNETHAR.M24,"2.2.2. Finansal Olmayan Kuruluş İhraçları, Net Değişim",TP.MKNETHAR.M24,evds2,weekly,,"Resmi seri adi: 2.2.2. Finansal Olmayan Kuruluş İhraçları, Net Değişim | Durum: derived_input",Notebook rolu: stock_component,,theme:portfolio-flows|theme:foreign-ownership|theme:swap-and-securities,,,,,,,,,,,,,,,
series,evds:TP.MKNETHAR.M25,"2.2.3. Banka İhraçları, Net Değişim",TP.MKNETHAR.M25,evds2,weekly,,"Resmi seri adi: 2.2.3. Banka İhraçları, Net Değişim | Durum: derived_input",Notebook rolu: stock_component,,theme:portfolio-flows|theme:foreign-ownership|theme:swap-and-securities,,,,,,,,,,,,,,,
series,evds:TP.MKNETHAR.M26,"2.2.4. Diğer Finansal Kuruluş İhraçları, Net Değişim",TP.MKNETHAR.M26,evds2,weekly,,"Resmi seri adi: 2.2.4. Diğer Finansal Kuruluş İhraçları, Net Değişim | Durum: derived_input",Notebook rolu: stock_component,,theme:portfolio-flows|theme:foreign-ownership|theme:swap-and-securities,,,,,,,,,,,,,,,
series,evds:TP.MKNETHAR.M3,"1.1.3. DİBS (Ters Repo), Stok",TP.MKNETHAR.M3,evds2,weekly,,"Resmi seri adi: 1.1.3. DİBS (Ters Repo), Stok | Durum: derived_input",Notebook rolu: stock_component,,theme:portfolio-flows|theme:foreign-ownership|theme:swap-and-securities,,,,,,,,,,,,,,,
series,evds:TP.MKNETHAR.M4,"1.1.4. DİBS (Teminat Alım), Stok",TP.MKNETHAR.M4,evds2,weekly,,"Resmi seri adi: 1.1.4. DİBS (Teminat Alım), Stok | Durum: derived_input",Notebook rolu: stock_component,,theme:portfolio-flows|theme:foreign-ownership|theme:swap-and-securities,,,,,,,,,,,,,,,
series,evds:TP.MKNETHAR.M5,"1.1.5. DİBS (Ödünç Alım), Stok",TP.MKNETHAR.M5,evds2,weekly,,"Resmi seri adi: 1.1.5. DİBS (Ödünç Alım), Stok | Durum: derived_input",Notebook rolu: stock_component,,theme:portfolio-flows|theme:foreign-ownership|theme:swap-and-securities,,,,,,,,,,,,,,,
series,evds:TP.MKNETHAR.M7,"2.1.1. Hisse Senedi, Net Değişim",TP.MKNETHAR.M7,evds2,weekly,,"Resmi seri adi: 2.1.1. Hisse Senedi, Net Değişim | Durum: derived_input",Notebook rolu: stock_component,,theme:portfolio-flows|theme:foreign-ownership|theme:swap-and-securities,,,,,,,,,,,,,,,
series,evds:TP.MKNETHAR.M8,"2.1.2. DİBS (Kesin Alım), Net Değişim",TP.MKNETHAR.M8,evds2,weekly,,"Resmi seri adi: 2.1.2. DİBS (Kesin Alım), Net Değişim | Durum: derived_input",Notebook rolu: stock_component,,theme:portfolio-flows|theme:foreign-ownership|theme:swap-and-securities,,,,,,,,,,,,,,,
series,evds:TP.MKNETHAR.M9,"2.1.3. DİBS (Ters Repo), Net Değişim",TP.MKNETHAR.M9,evds2,weekly,,"Resmi seri adi: 2.1.3. DİBS (Ters Repo), Net Değişim | Durum: derived_input",Notebook rolu: stock_component,,theme:portfolio-flows|theme:foreign-ownership|theme:swap-and-securities,,,,,,,,,,,,,,,
indicator,derived:equity-stock,Hisse Stogu,,,,,,,,theme:portfolio-flows|theme:foreign-ownership,,evds:TP.MKNETHAR.M1|evds:TP.MKNETHAR.M2,,,weekly,usd_bn,Hisse stogunun seviyesini izler.,,,,,,,,
indicator,derived:equity-foreign-share,Hisse Yabanci Payi,,,,,,,,theme:foreign-ownership,,evds:TP.MKNETHAR.M1|source:prbnk-weekly-zip,,Hisse stogu ve haftalik ZIP tablosundan turetilen yabanci pay.,weekly,ratio,Hisse senedi stokundaki yabanci payini izler.,,,,,,,,
indicator,derived:dibs-stock,DIBS Stogu,,,,,,,,theme:foreign-ownership|theme:swap-and-securities,,evds:TP.DIBSPIYDEG.ST,,,weekly,usd_bn,DIBS stok seviyesini izler.,,,,,,,,
indicator,derived:dibs-foreign-share,DIBS Yabanci Payi,,,,,,,,theme:foreign-ownership,,evds:TP.DIBSPIYDEG.ST|source:prbnk-weekly-zip,,DIBS stok ve haftalik ZIP tablosundan turetilen yabanci pay.,weekly,ratio,DIBS stokundaki yabanci payini izler.,,,,,,,,
indicator,derived:equity-plus-dibs-flow,Hisse ve DIBS Net Degisimi,,,,,,,,theme:portfolio-flows,,evds:TP.MKNETHAR.M20|evds:TP.DIBSPIYDEG.ST,,Hisse ve DIBS akimlarinin birlestirilmis net degisimi.,weekly,usd_bn,Portfoy akislarinin toplam yonunu izler.,,,,,,,,
indicator,derived:swap-stock,Swap Stogu,,,,,,,,theme:swap-and-securities,,source:prbnk-swap-pdf|evds:TP.AB.A01,,Swap PDF ve analitik bilanco destek serilerinden uretilir.,weekly,usd_bn,Swap stok seviyesini izler.,,,,,,,,
indicator,derived:swap-net-change,Swap Net Degisimi,,,,,,,,theme:swap-and-securities,,source:prbnk-swap-pdf,,Swap PDF tablosundaki haftalik degisimlerden uretilir.,weekly,usd_bn,Swap pozisyonundaki haftalik yonu izler.,,,,,,,,
indicator,derived:portfolio-flow-total,Toplam Portfoy Akimi,,,,,,,,theme:portfolio-flows,,evds:TP.MKNETHAR.M20|evds:TP.MKNETHAR.M21|source:prbnk-weekly-zip,,"Hisse, DIBS ve ilgili destek tablolarindan portfoy akis toplami uretilir.",weekly,usd_bn,Toplam portfoy giris-cikis yonunu izler.,,,,,,,,
