record_type,id,title,ticker,source_version,frequency,unit,description,usage,official_url,theme_ids,indicator_ids,input_ids,formula_expression,formula_description,output_frequency,output_unit,economic_meaning,validation_note,series_ids,source_dependency_ids,questions,source_kind,requiredness,source_uri,local_hint
series,evds:TP.KALANVADE.K20,Vadesine 1 Yıldan Az Kalan Dış Borç,TP.KALANVADE.K20,evds2,monthly,,Resmi seri adi: Vadesine 1 Yıldan Az Kalan Dış Borç | Durum: derived_input,Notebook rolu: term_split_line,,theme:apko-summary|theme:external-financing|theme:banking-balance-sheet|theme:reserves-and-liquidity,,,,,,,,,,,,,,,
series,evds:TP.KALANVADE.K3,"Vadesine 1 Yıldan Az Kalan Dış Borç (Yurtdışı Yerleşikler, DTH)",TP.KALANVADE.K3,evds2,monthly,,"Resmi seri adi: Vadesine 1 Yıldan Az Kalan Dış Borç (Yurtdışı Yerleşikler, DTH) | Durum: derived_input",Notebook rolu: term_split_line,,theme:apko-summary|theme:external-financing|theme:banking-balance-sheet|theme:reserves-and-liquidity,derived:foreign-resident-deposits-short-term,,,,,,,,,,,,,,
series,evds:TP.KALANVADE.K7,"Vadesine 1 Yıldan Az Kalan Dış Borç (Yurtdışı Yerleşikler, Banka Mevduatı)",TP.KALANVADE.K7,evds2,monthly,,"Resmi seri adi: Vadesine 1 Yıldan Az Kalan Dış Borç (Yurtdışı Yerleşikler, Banka Mevduatı) | Durum: derived_input",Notebook rolu: term_split_line,,theme:apko-summary|theme:external-financing|theme:banking-balance-sheet|theme:reserves-and-liquidity,derived:foreign-resident-deposits-short-term,,,,,,,,,,,,,,
series,evds:TP.KALANVADE.K8,"Vadesine 1 Yıldan Az Kalan Dış Borç (Yurtdışı Yerleşikler, TL Mevduat)",TP.KALANVADE.K8,evds2,monthly,,"Resmi seri adi: Vadesine 1 Yıldan Az Kalan Dış Borç (Yurtdışı Yerleşikler, TL Mevduat) | Durum: derived_input",Notebook rolu: term_split_line,,theme:apko-summary|theme:external-financing|theme:banking-balance-sheet|theme:reserves-and-liquidity,,,,,,,,,,,,,,,
series,evds:TP.MKNETHAR.M1,Yurtdışı Yerleşikler Hisse Senedi Stoku,TP.MKNETHAR.M1,evds2,weekly,,Resmi seri adi: Yurtdışı Yerleşikler Hisse Senedi Stoku | Durum: derived_input,Notebook rolu: stock_component,,theme:apko-summary|theme:external-financing|theme:banking-balance-sheet|theme:reserves-and-liquidity,,,,,,,,,,,,,,,
series,evds:TP.MKNETHAR.M2,Yurtdışı Yerleşikler DİBS Stoku (Kesin Alım),TP.MKNETHAR.M2,evds2,weekly,,Resmi seri adi: Yurtdışı Yerleşikler DİBS Stoku (Kesin Alım) | Durum: derived_input,Notebook rolu: stock_component,,theme:apko-summary|theme:external-financing|theme:banking-balance-sheet|theme:reserves-and-liquidity,,,,,,,,,,,,,,,
series,evds:TP.MKNETHAR.M3,Yurtdışı Yerleşikler DİBS Stoku (Ters Repo),TP.MKNETHAR.M3,evds2,weekly,,Resmi seri adi: Yurtdışı Yerleşikler DİBS Stoku (Ters Repo) | Durum: derived_input,Notebook rolu: stock_component,,theme:apko-summary|theme:external-financing|theme:banking-balance-sheet|theme:reserves-and-liquidity,,,,,,,,,,,,,,,
series,evds:TP.MKNETHAR.M4,Yurtdışı Yerleşikler DİBS Stoku (Teminat Alım),TP.MKNETHAR.M4,evds2,weekly,,Resmi seri adi: Yurtdışı Yerleşikler DİBS Stoku (Teminat Alım) | Durum: derived_input,Notebook rolu: stock_component,,theme:apko-summary|theme:external-financing|theme:banking-balance-sheet|theme:reserves-and-liquidity,,,,,,,,,,,,,,,
series,evds:TP.MKNETHAR.M5,Yurtdışı Yerleşikler DİBS Stoku (Ödünç Alım),TP.MKNETHAR.M5,evds2,weekly,,Resmi seri adi: Yurtdışı Yerleşikler DİBS Stoku (Ödünç Alım) | Durum: derived_input,Notebook rolu: stock_component,,theme:apko-summary|theme:external-financing|theme:banking-balance-sheet|theme:reserves-and-liquidity,,,,,,,,,,,,,,,
series,evds:TP.ODANA6.Q01,Cari Denge,TP.ODANA6.Q01,evds2,monthly,,Resmi seri adi: Cari Denge | Durum: derived_input,Notebook rolu: commentary_driver,,theme:apko-summary|theme:external-financing|theme:banking-balance-sheet|theme:reserves-and-liquidity,derived:12m-cumulative-current-account,,,,,,,,,,,,,,
series,evds:TP.YDOSBAYAZDEG.S11T,Reel Sektör Brüt Dış Borç Stoku (Eurobond - Yaşayan Stok),TP.YDOSBAYAZDEG.S11T,evds2,weekly,Eurobond - Yaşayan Stok,Resmi seri adi: Reel Sektör Brüt Dış Borç Stoku (Eurobond - Yaşayan Stok) | Durum: derived_input,Notebook rolu: stock_component,,theme:apko-summary|theme:external-financing|theme:banking-balance-sheet|theme:reserves-and-liquidity,,,,,,,,,,,,,,,
series,evds:TP.YDOSBAYAZDEG.S122T,Bankalar Brüt Dış Borç Stoku (Eurobond - Yaşayan Stok),TP.YDOSBAYAZDEG.S122T,evds2,weekly,Eurobond - Yaşayan Stok,Resmi seri adi: Bankalar Brüt Dış Borç Stoku (Eurobond - Yaşayan Stok) | Durum: derived_input,Notebook rolu: stock_component,,theme:apko-summary|theme:external-financing|theme:banking-balance-sheet|theme:reserves-and-liquidity,,,,,,,,,,,,,,,
indicator,derived:usdtry-buy-rate,USDTRY Alis Kuru,,,,,,,,theme:apko-summary,,evds:TP.DK.USD.A.YTL,,,daily,level,Makro tablo icin gunluk kur girdisi.,,,,,,,,
indicator,derived:bank-tl-loans,Banka TL Krediler,,,,,,,,theme:banking-balance-sheet,,evds:TP.DB.B01|source:tblapko-bddk-weekly-bulletin,,BDDK bulteni ve EVDS ceyreklik bloklari ile eslenir.,weekly,try_bn,Banka TL kredi buyuklugunu izler.,,,,,,,,
indicator,derived:bank-fx-loans,Banka YP Krediler,,,,,,,,theme:banking-balance-sheet,,evds:TP.DB.B02|source:tblapko-bddk-weekly-bulletin,,BDDK bulteni ve EVDS ceyreklik bloklari ile eslenir.,weekly,try_bn,Banka YP kredi buyuklugunu izler.,,,,,,,,
indicator,derived:ypng-to-equity,YPNG / Yasal Ozkaynak,,,,,,,,theme:banking-balance-sheet,,source:tblapko-bddk-weekly-bulletin,,BDDK bulten scrape verisinden uretilir.,weekly,ratio,Banka yabanci para net genel pozisyonunun ozkaynaklara oranini izler.,,,,,,,,
indicator,derived:foreign-dibs-stock-all-in,Yurtdisi Yerlesikler DIBS Stoku All-In,,,,,,,,theme:external-financing|theme:apko-summary,,evds:TP.DIBSPIYDEG.ST,,,weekly,usd_bn,Yurtdisi yerlesiklerin DIBS stokunu izler.,,,,,,,,
indicator,derived:bank-fx-deposit-precious-metals,Banka YP Mevduat Kiymetli Maden,,,,,,,,theme:banking-balance-sheet,,evds:TP.HPBITABLO4.7|evds:TP.HPBITABLO4.20,,,weekly,usd_bn,Bankacilik kesimi kiymetli maden mevduatini izler.,,,,,,,,
indicator,derived:12m-cumulative-current-account,12 Aylik Kumulatif Cari Denge,,,,,,,,theme:apko-summary,,evds:TP.ODANA6.Q01,,,monthly,usd_bn,Cari denge trendini izler.,,,,,,,,
indicator,derived:foreign-resident-deposits-short-term,Yurtdisi Yerlesikler Mevduati Kisa Vade,,,,,,,,theme:external-financing,,evds:TP.KALANVADE.K3|evds:TP.KALANVADE.K7,,,monthly,usd_bn,Kisa vadeli yurtdisi yerlesik mevduatini izler.,,,,,,,,
indicator,derived:gross-external-debt-to-gdp,Brut Dis Borc / GSYH,,,,,,,,theme:external-financing|theme:apko-summary,,evds:TP.DB.B37|evds:TP.FDVY37|source:tblapko-hmb-ab-borc-xls,,Dis borc stoku ve GSYH yardimci serisinden uretilir.,quarterly,ratio,Brut dis borcun GSYH'ye oranini izler.,,,,,,,,
indicator,derived:tcmb-gross-reserves,TCMB Brut Rezerv,,,,,,,,theme:reserves-and-liquidity|theme:apko-summary,,evds:TP.AB.TOPLAM,,,weekly,usd_bn,TCMB brut rezerv seviyesini izler.,,,,,,,,
indicator,derived:tcmb-net-reserves,TCMB Net Rezerv,,,,,,,,theme:reserves-and-liquidity|theme:apko-summary,,evds:TP.AB.N06|source:tblapko-swap-pdf,,Net rezerv ve swap duzeltme bloklarindan uretilir.,weekly,usd_bn,TCMB net rezerv seviyesini izler.,,,,,,,,
theme,theme:apko-summary,APKO Ozet,,,,,Makro APKO ozet tablosu,,,,derived:usdtry-buy-rate|derived:foreign-dibs-stock-all-in|derived:12m-cumulative-current-account|derived:gross-external-debt-to-gdp|derived:tcmb-gross-reserves|derived:tcmb-net-reserves,,,,,,,,evds:TP.HPBITABLO4.1|evds:TP.HPBITABLO4.7|evds:TP.HPBITABLO4.12|evds:TP.HPBITABLO4.16|evds:TP.HPBITABLO4.20|evds:TP.HPBITABLO4.21|evds:TP.AB.N06|evds:TP.AB.TOPLAM|evds:TP.DB.B01|evds:TP.DB.B02|evds:TP.DB.B03|evds:TP.DB.B09|evds:TP.DB.B11|evds:TP.DB.B14|evds:TP.DB.B17|evds:TP.DB.B19|evds:TP.DB.B20|evds:TP.DB.B21|evds:TP.DB.B27|evds:TP.DB.B29|evds:TP.DB.B32|evds:TP.DB.B35|evds:TP.DB.B37|evds:TP.DIBSPIYDEG.ST|evds:TP.DK.USD.A.YTL|evds:TP.EBONDPIYDEG.ST|evds:TP.FDVY37|evds:TP.KALANVADE.K13|evds:TP.KALANVADE.K20|evds:TP.KALANVADE.K3|evds:TP.KALANVADE.K7|evds:TP.KALANVADE.K8|evds:TP.MKNETHAR.M1|evds:TP.MKNETHAR.M2|evds:TP.MKNETHAR.M3|evds:TP.MKNETHAR.M4|evds:TP.MKNETHAR.M5|evds:TP.ODANA6.Q01|evds:TP.YDOSBAYAZDEG.S11T|evds:TP.YDOSBAYAZDEG.S122T,source:tblapko-bbg-upload|source:tblapko-hmb-ab-borc-xls|source:tblapko-swap-pdf,,,,,
theme,theme:external-financing,Dis Finansman,,,,,"Eurobond, DIBS ve brut dis borc baglami",,,,derived:foreign-dibs-stock-all-in|derived:foreign-resident-deposits-short-term|derived:gross-external-debt-to-gdp,,,,,,,,evds:TP.HPBITABLO4.1|evds:TP.HPBITABLO4.7|evds:TP.HPBITABLO4.12|evds:TP.HPBITABLO4.16|evds:TP.HPBITABLO4.20|evds:TP.HPBITABLO4.21|evds:TP.AB.N06|evds:TP.AB.TOPLAM|evds:TP.DB.B01|evds:TP.DB.B02|evds:TP.DB.B03|evds:TP.DB.B09|evds:TP.DB.B11|evds:TP.DB.B14|evds:TP.DB.B17|evds:TP.DB.B19|evds:TP.DB.B20|evds:TP.DB.B21|evds:TP.DB.B27|evds:TP.DB.B29|evds:TP.DB.B32|evds:TP.DB.B35|evds:TP.DB.B37|evds:TP.DIBSPIYDEG.ST|evds:TP.DK.USD.A.YTL|evds:TP.EBONDPIYDEG.ST|evds:TP.FDVY37|evds:TP.KALANVADE.K13|evds:TP.KALANVADE.K20|evds:TP.KALANVADE.K3|evds:TP.KALANVADE.K7|evds:TP.KALANVADE.K8|evds:TP.MKNETHAR.M1|evds:TP.MKNETHAR.M2|evds:TP.MKNETHAR.M3|evds:TP.MKNETHAR.M4|evds:TP.MKNETHAR.M5|evds:TP.ODANA6.Q01|evds:TP.YDOSBAYAZDEG.S11T|evds:TP.YDOSBAYAZDEG.S122T,source:tblapko-bbg-upload|source:tblapko-hmb-ab-borc-xls,,,,,
theme,theme:banking-balance-sheet,Bankacilik Bilancosu,,,,,"Kredi, mevduat ve YPNG bloklari",,,,derived:bank-tl-loans|derived:bank-fx-loans|derived:ypng-to-equity|derived:bank-fx-deposit-precious-metals,,,,,,,,evds:TP.HPBITABLO4.1|evds:TP.HPBITABLO4.7|evds:TP.HPBITABLO4.12|evds:TP.HPBITABLO4.16|evds:TP.HPBITABLO4.20|evds:TP.HPBITABLO4.21|evds:TP.AB.N06|evds:TP.AB.TOPLAM|evds:TP.DB.B01|evds:TP.DB.B02|evds:TP.DB.B03|evds:TP.DB.B09|evds:TP.DB.B11|evds:TP.DB.B14|evds:TP.DB.B17|evds:TP.DB.B19|evds:TP.DB.B20|evds:TP.DB.B21|evds:TP.DB.B27|evds:TP.DB.B29|evds:TP.DB.B32|evds:TP.DB.B35|evds:TP.DB.B37|evds:TP.DIBSPIYDEG.ST|evds:TP.DK.USD.A.YTL|evds:TP.EBONDPIYDEG.ST|evds:TP.FDVY37|evds:TP.KALANVADE.K13|evds:TP.KALANVADE.K20|evds:TP.KALANVADE.K3|evds:TP.KALANVADE.K7|evds:TP.KALANVADE.K8|evds:TP.MKNETHAR.M1|evds:TP.MKNETHAR.M2|evds:TP.MKNETHAR.M3|evds:TP.MKNETHAR.M4|evds:TP.MKNETHAR.M5|evds:TP.ODANA6.Q01|evds:TP.YDOSBAYAZDEG.S11T|evds:TP.YDOSBAYAZDEG.S122T,source:tblapko-bddk-weekly-bulletin,,,,,
theme,theme:reserves-and-liquidity,Rezerv ve Likidite,,,,,Swap ve rezerv bloklari,,,,derived:tcmb-gross-reserves|derived:tcmb-net-reserves,,,,,,,,evds:TP.HPBITABLO4.1|evds:TP.HPBITABLO4.7|evds:TP.HPBITABLO4.12|evds:TP.HPBITABLO4.16|evds:TP.HPBITABLO4.20|evds:TP.HPBITABLO4.21|evds:TP.AB.N06|evds:TP.AB.TOPLAM|evds:TP.DB.B01|evds:TP.DB.B02|evds:TP.DB.B03|evds:TP.DB.B09|evds:TP.DB.B11|evds:TP.DB.B14|evds:TP.DB.B17|evds:TP.DB.B19|evds:TP.DB.B20|evds:TP.DB.B21|evds:TP.DB.B27|evds:TP.DB.B29|evds:TP.DB.B32|evds:TP.DB.B35|evds:TP.DB.B37|evds:TP.DIBSPIYDEG.ST|evds:TP.DK.USD.A.YTL|evds:TP.EBONDPIYDEG.ST|evds:TP.FDVY37|evds:TP.KALANVADE.K13|evds:TP.KALANVADE.K20|evds:TP.KALANVADE.K3|evds:TP.KALANVADE.K7|evds:TP.KALANVADE.K8|evds:TP.MKNETHAR.M1|evds:TP.MKNETHAR.M2|evds:TP.MKNETHAR.M3|evds:TP.MKNETHAR.M4|evds:TP.MKNETHAR.M5|evds:TP.ODANA6.Q01|evds:TP.YDOSBAYAZDEG.S11T|evds:TP.YDOSBAYAZDEG.S122T,source:tblapko-swap-pdf,,,,,
source_dependency,source:tblapko-bbg-upload,BBG workbook upload,,,,,Kullanici yuklemeli BBG workbook,Eurobond ihrac ve vade tablolarini besler.,,,,,,,,,,,,,,excel_upload,required_input,,
source_dependency,source:tblapko-hmb-ab-borc-xls,HMB AB borc stok XLS,,,,,HMB AB tanimli genel yonetim borc stogu XLS,Dis borc ve kamu borcu bloklarini besler.,,,,,,,,,,,,,,excel_local,required_input,,
source_dependency,source:tblapko-swap-pdf,TCMB swap PDF,,,,,TCMB tarafli swap islemleri PDF tablosu,Rezerv ve likidite bloklarini besler.,,,,,,,,,,,,,,pdf_table,required_input,,
source_dependency,source:tblapko-bddk-weekly-bulletin,BDDK haftalik bulten,,,,,BDDK haftalik bulten scrape sonucu,Bankacilik bilanco ve YPNG/ozkaynak bloklarini besler.,,,,,,,,,,,,,,web_scrape,required_input,,
